travel2csb,age,dependency_family,dependency_single,occupation1,occupation2,occupation3,fullyowned,purchasing,renting,numberofschool,_1bed_unit_median_price,_1bed_unit_days,_1bed_unit_clearance,_1bed_unit_sold,_2bed_unit_median_price,_2bed_unit_days,_2bed_unit_clearance,_2bed_unit_sold,_3bed_unit_median_price,_3bed_unit_days,_3bed_unit_clearance,_3bed_unit_sold,_2bed_house_median_price,_2bed_house_days,_2bed_house_clearance,_2bed_house_sold,_3bed_house_median_price,_3bed_house_days,_3bed_house_clearance,_3bed_house_sold,_4bed_house_median_price,_4bed_house_days,_4bed_house_clearance,_4bed_house_sold,name,post
46 mins,20 - 39,45.0,55.0,Retail trade,Manufacturing,Health Care/Social,28.0,39.0,34.0,1,289000.0,,,10,420000.0,185,50%,65,595000.0,,75%,15,480000.0,115,75%,31,840000.0,82,77%,82,1180000.0,69,62%,43,Maribyrnong,3032
36 mins,20 - 39,33.0,67.0,Professional/Technical,Health Care/Social,Hospitality,20.0,21.0,59.0,0,,,,7,334000.0,149,60%,51,,,,2,,,,2,,,,4,,,,3,Travancore,3032
1 hour 14 mins,60+,57.0,43.0,Retail trade,Manufacturing,Construction,51.0,31.0,19.0,3,,,,,,,,7,,,,7,576000.0,,90%,14,757000.0,44,86%,147,885000.0,37,80%,43,Keilor East,3033
1 hour 7 mins,60+,55.0,45.0,Retail trade,Health Care/Social,Manufacturing,55.0,24.0,21.0,1,,,,,,,,4,,,,4,,,,8,790000.0,48,91%,89,863000.0,47,68%,26,Avondale Heights,3034
1 hour 32 mins,40 - 59,58.0,42.0,Retail trade,Construction,Education & training,48.0,36.0,16.0,2,,,,,,,,,,,,3,,,,,660000.0,,80%,29,950000.0,61,37%,23,Keilor,3036
1 hour 6 mins,20 - 39,59.0,41.0,Manufacturing,Retail trade,Construction,23.0,61.0,16.0,3,,,,,,,,6,397000.0,,,18,,,,7,490000.0,50,88%,124,620000.0,81,71%,106,Hillside,3037
55 mins,20 - 39,52.0,48.0,Manufacturing,Retail trade,Transport/Warehouse,24.0,45.0,31.0,3,,,,,308000.0,58,,16,335000.0,132,,31,,,,3,459000.0,29,81%,72,560000.0,110,86%,34,Sydenham,3037
1 hour 8 mins,40 - 59,51.0,49.0,Manufacturing,Retail trade,Transport/Warehouse,29.0,47.0,24.0,2,,,,,,,,5,,,,2,,,,1,475000.0,24,83%,67,530000.0,58,70%,21,Delahey,3037
1 hour 7 mins,20 - 39,65.0,35.0,Manufacturing,Retail trade,Construction,18.0,68.0,14.0,2,,,,,,,,,,,,,,,,4,545000.0,38,74%,59,650000.0,52,74%,71,Taylors Hill,3037
1 hour 2 mins,40 - 59,53.0,47.0,Manufacturing,Retail trade,Construction,47.0,34.0,19.0,3,,,,,,,,,461000.0,,,11,,,,1,585000.0,30,91%,43,648000.0,59,76%,44,Keilor Downs,3038
1 hour 12 mins,40 - 59,58.0,42.0,Retail trade,Manufacturing,Construction,44.0,43.0,13.0,3,,,,,,,,,,,,1,,,,,635000.0,42,93%,64,681000.0,53,63%,66,Taylors Lakes,3038
1 hour 23 mins,40 - 59,54.0,46.0,Retail trade,Manufacturing,Health Care/Social,43.0,46.0,11.0,0,,,,,,,,,,,,,,,,,,,,4,,,,5,Keilor Lodge,3038
23 mins,20 - 39,47.0,53.0,Professional/Technical,Education & training,Health Care/Social,34.0,31.0,35.0,3,341000.0,76,57%,25,495000.0,108,74%,39,,,,7,943000.0,93,80%,62,1211000.0,52,75%,82,1585000.0,27,75%,30,Moonee Ponds,3039
38 mins,20 - 39,48.0,52.0,Professional/Technical,Retail trade,Health Care/Social,36.0,28.0,36.0,3,320000.0,129,59%,54,515000.0,97,69%,100,770000.0,,82%,17,740000.0,101,71%,53,1240000.0,76,78%,123,1500000.0,55,74%,58,Essendon,3040
52 mins,40 - 59,52.0,48.0,Education & training,Health Care/Social,Retail trade,40.0,33.0,27.0,3,,,,3,,,,8,,,,1,1123000.0,,,14,1225000.0,69,85%,33,1350000.0,,60%,15,Aberfeldie,3040
44 mins,40 - 59,53.0,47.0,Health Care/Social,Education & training,Professional/Technical,44.0,30.0,26.0,0,,,,,,,,2,,,,1,,,,5,900000.0,,77%,23,,,,3,Essendon West,3040
47 mins,20 - 39,47.0,53.0,Health Care/Social,Retail trade,Construction,32.0,30.0,38.0,1,309000.0,210,,11,396000.0,108,58%,17,,,,4,,,,9,968000.0,,,16,,,,6,Essendon North,3041
47 mins,40 - 59,55.0,45.0,Education & training,Health Care/Social,Retail trade,45.0,37.0,18.0,3,,,,,,,,5,,,,5,790000.0,49,76%,17,1026000.0,71,78%,62,1350000.0,47,54%,33,Strathmore,3041
1 hour 2 mins,40 - 59,56.0,44.0,Health Care/Social,Retail trade,Construction,50.0,37.0,14.0,0,,,,,,,,,,,,,,,,,,,,5,,,,4,Strathmore Heights,3041
1 hour 8 mins,20 - 39,48.0,52.0,Retail trade,Construction,Manufacturing,45.0,29.0,26.0,2,,,,,473000.0,,,16,648000.0,,40%,14,545000.0,41,83%,37,757000.0,56,70%,98,910000.0,,82%,23,Airport West,3042
1 hour 10 mins,60+,57.0,43.0,Construction,Retail trade,Manufacturing,52.0,29.0,20.0,0,,,,,,,,,,,,2,,,,2,640000.0,,75%,23,760000.0,,50%,11,Keilor Park,3042
52 mins,40 - 59,50.0,50.0,Construction,Manufacturing,Education & training,40.0,36.0,24.0,3,,,,1,576000.0,,60%,12,746000.0,,,13,660000.0,,,13,958000.0,44,75%,55,1159000.0,47,64%,20,Niddrie,3042
1 hour 4 mins,40 - 59,52.0,48.0,Manufacturing,Transport/Warehouse,Retail trade,47.0,31.0,21.0,3,,,,2,,,,,,,,2,,,,2,554000.0,14,90%,66,615000.0,13,100%,29,Gladstone Park,3043
1 hour 10 mins,20 - 39,45.0,55.0,Transport/Warehouse,Manufacturing,Retail trade,36.0,30.0,34.0,1,,,,1,355000.0,82,94%,30,439000.0,,90%,12,,,,5,601000.0,49,83%,60,658000.0,,78%,16,Tullamarine,3043
1 hour 16 mins,20 - 39,59.0,41.0,Manufacturing,Transport/Warehouse,Construction,17.0,55.0,27.0,0,,,,,,,,,,,,,,,,,583000.0,32,87%,22,819000.0,,,14,Gowanbrae,3043
51 mins,20 - 39,47.0,53.0,Health Care/Social,Retail trade,Manufacturing,37.0,30.0,32.0,3,,,,7,450000.0,72,74%,54,585000.0,,90%,15,550000.0,51,78%,118,774000.0,52,84%,129,877000.0,79,64%,44,Pascoe Vale,3044
48 mins,40 - 59,52.0,48.0,Health Care/Social,Education & training,Retail trade,42.0,34.0,23.0,1,,,,2,,,,10,,,,1,791000.0,51,74%,36,920000.0,48,81%,62,1125000.0,,75%,14,Pascoe Vale South,3044
45 mins,20 - 39,47.0,53.0,Manufacturing,Health Care/Social,Retail trade,37.0,28.0,35.0,3,,,,2,382000.0,96,78%,55,470000.0,58,,17,454000.0,68,88%,132,600000.0,62,76%,251,710000.0,77,70%,36,Glenroy,3046
49 mins,20 - 39,50.0,50.0,Health Care/Social,Professional/Technical,Construction,38.0,36.0,26.0,3,,,,2,468000.0,,,16,648000.0,,,12,525000.0,93,88%,31,732000.0,38,84%,69,875000.0,,77%,22,Oak Park,3046
55 mins,20 - 39,51.0,49.0,Manufacturing,Retail trade,Construction,47.0,28.0,26.0,1,,,,2,366000.0,,,11,,,,1,500000.0,36,87%,37,650000.0,56,90%,87,698000.0,,81%,19,Hadfield,3046
52 mins,20 - 39,49.0,51.0,Manufacturing,Retail trade,Construction,36.0,30.0,34.0,2,,,,2,,,,1,,,,2,,,,2,406000.0,143,75%,45,412000.0,,,10,Dallas,3047
49 mins,20 - 39,44.0,56.0,Manufacturing,Transport/Warehouse,Construction,28.0,28.0,44.0,3,,,,1,313000.0,152,,19,359000.0,100,,15,360000.0,143,,34,455000.0,78,77%,138,463000.0,,63%,14,Broadmeadows,3047
56 mins,20 - 39,43.0,57.0,Manufacturing,Health Care/Social,Transport/Warehouse,39.0,26.0,35.0,1,,,,,,,,4,,,,1,,,,9,500000.0,,88%,34,,,,7,Jacana,3047
58 mins,20 - 39,45.0,55.0,Manufacturing,Transport/Warehouse,Retail trade,39.0,30.0,31.0,2,,,,,,,,,,,,,,,,,,,,9,,,,2,Coolaroo,3048
59 mins,20 - 39,52.0,48.0,Manufacturing,Retail trade,Transport/Warehouse,24.0,43.0,33.0,2,,,,,,,,3,321000.0,111,,34,,,,,425000.0,63,66%,91,458000.0,48,,29,Meadow Heights,3048
1 hour 14 mins,40 - 59,56.0,44.0,Manufacturing,Construction,Retail trade,33.0,56.0,11.0,0,,,,,,,,1,,,,,,,,,500000.0,,,13,673000.0,,75%,18,Attwood,3049
1 hour 5 mins,40 - 59,47.0,53.0,Manufacturing,Retail trade,Construction,39.0,39.0,22.0,1,,,,,,,,7,,,,8,,,,7,510000.0,48,82%,45,605000.0,,64%,17,Westmeadows,3049
30 mins,20 - 39,24.0,76.0,Professional/Technical,Health Care/Social,Education & training,14.0,17.0,69.0,3,368000.0,148,62%,59,580000.0,44,85%,76,,,,8,900000.0,51,81%,44,1330000.0,,70%,25,,,,8,North Melbourne,3051
31 mins,20 - 39,22.0,78.0,Education & training,Hospitality,Professional/Technical,20.0,19.0,61.0,1,353000.0,57,72%,17,575000.0,154,60%,22,953000.0,,72%,14,,,,3,1823000.0,,90%,10,,,,6,Parkville,3052
26 mins,20 - 39,17.0,83.0,Professional/Technical,Hospitality,Health Care/Social,12.0,10.0,79.0,1,190000.0,183,,143,568000.0,109,61%,95,854000.0,,,14,957000.0,,85%,18,,,,9,,,,4,Carlton,3053
22 mins,20 - 39,27.0,73.0,Professional/Technical,Education & training,Health Care/Social,28.0,17.0,54.0,3,,,,7,600000.0,,,11,,,,2,1296000.0,76,86%,30,1621000.0,,77%,32,1950000.0,,90%,11,Carlton North,3054
42 mins,20 - 39,37.0,63.0,Education & training,Professional/Technical,Health Care/Social,34.0,17.0,49.0,0,,,,1,,,,,,,,,,,,2,1614000.0,,,10,,,,2,Princes Hill,3054
50 mins,20 - 39,37.0,63.0,Health Care/Social,Education & training,Professional/Technical,27.0,25.0,48.0,3,274000.0,100,56%,49,413000.0,59,65%,69,738000.0,,60%,10,670000.0,58,79%,37,1095000.0,52,85%,69,1268000.0,,63%,13,Brunswick West,3055
34 mins,20 - 39,31.0,69.0,Professional/Technical,Education & training,Health Care/Social,25.0,25.0,50.0,3,361000.0,112,72%,62,504000.0,97,76%,119,813000.0,88,63%,24,856000.0,40,80%,97,1131000.0,50,88%,119,1400000.0,45,60%,33,Brunswick,3056
45 mins,20 - 39,32.0,68.0,Professional/Technical,Health Care/Social,Education & training,26.0,26.0,48.0,3,376000.0,142,35%,36,521000.0,164,53%,80,831000.0,,63%,11,793000.0,94,82%,38,1250000.0,44,85%,52,,,70%,9,Brunswick East,3057
34 mins,20 - 39,44.0,56.0,Health Care/Social,Education & training,Professional/Technical,34.0,32.0,34.0,3,318000.0,120,,26,435000.0,81,84%,58,,,,7,795000.0,53,89%,111,931000.0,28,84%,145,1078000.0,35,77%,44,Coburg,3058
44 mins,20 - 39,45.0,55.0,Health Care/Social,Education & training,Manufacturing,38.0,29.0,33.0,1,,,,6,425000.0,,,13,,,,3,600000.0,42,81%,46,780000.0,37,88%,58,903000.0,59,77%,21,Coburg North,3058
1 hour 20 mins,40 - 59,60.0,40.0,Retail trade,Construction,Manufacturing,42.0,50.0,8.0,3,,,,,,,,,,,,2,,,,2,558000.0,108,62%,50,656000.0,74,75%,129,Greenvale,3059
1 hour 10 mins,40 - 59,60.0,40.0,Retail trade,Construction,Manufacturing,42.0,50.0,8.0,1,,,,,,,,,,,,2,,,,2,558000.0,108,62%,50,656000.0,74,75%,129,Greenvale Lakes,3059
54 mins,20 - 39,52.0,48.0,Manufacturing,Retail trade,Health Care/Social,47.0,24.0,29.0,3,,,,1,340000.0,49,,17,,,,6,550000.0,54,92%,65,631000.0,43,86%,135,693000.0,56,84%,26,Fawkner,3060
59 mins,20 - 39,52.0,48.0,Manufacturing,Retail trade,Construction,44.0,25.0,31.0,1,,,,,,,,1,,,,3,,,,1,443000.0,81,71%,36,,,,5,Campbellfield,3061
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,5,Oaklands Junction,3063
1 hour 46 mins,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Yuroke,3063
1 hour 8 mins,20 - 39,53.0,47.0,Manufacturing,Retail trade,Health Care/Social,17.0,62.0,21.0,3,,,,,300000.0,,,11,363000.0,,,12,318000.0,60,80%,31,431000.0,35,81%,388,499000.0,43,69%,321,Craigieburn,3064
--,40 - 59,62.0,38.0,Construction,Manufacturing,Retail trade,35.0,56.0,9.0,1,,,,,,,,,,,,,,,,1,419000.0,139,,18,511000.0,70,,34,Mickleham,3064
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,4,,,,3,Kalkallo,3064
1 hour 8 mins,20 - 39,56.0,44.0,Manufacturing,Retail trade,Health Care/Social,17.0,62.0,21.0,3,,,,,,,,3,,,,1,,,,1,439000.0,32,68%,121,509000.0,70,64%,133,Roxburgh Park,3064
31 mins,20 - 39,25.0,75.0,Professional/Technical,Health Care/Social,Education & training,16.0,20.0,63.0,3,442000.0,109,,30,688000.0,48,80%,41,1313000.0,,70%,12,1180000.0,,88%,39,1461000.0,,88%,32,2430000.0,,,14,Fitzroy,3065
26 mins,20 - 39,23.0,77.0,Professional/Technical,Health Care/Social,Retail trade,11.0,22.0,67.0,3,404000.0,180,60%,46,626000.0,95,55%,64,1083000.0,,,10,991000.0,108,91%,28,1300000.0,,100%,21,,,,2,Collingwood,3066
28 mins,20 - 39,29.0,71.0,Professional/Technical,Health Care/Social,Education & training,24.0,33.0,44.0,1,368000.0,148,78%,50,561000.0,187,50%,77,900000.0,141,,25,1116000.0,,79%,30,1245000.0,38,84%,38,1535000.0,,,11,Abbotsford,3067
22 mins,20 - 39,35.0,65.0,Professional/Technical,Health Care/Social,Education & training,29.0,30.0,41.0,3,385000.0,,,11,595000.0,,90%,15,,,,2,1105000.0,25,80%,44,1360000.0,33,79%,38,1743000.0,,92%,14,Clifton Hill,3068
30 mins,20 - 39,31.0,69.0,Professional/Technical,Health Care/Social,Education & training,24.0,24.0,53.0,3,359000.0,89,72%,20,654000.0,53,63%,35,,,,5,1190000.0,22,92%,51,1400000.0,16,84%,55,2235000.0,,80%,24,Fitzroy North,3068
32 mins,20 - 39,37.0,63.0,Health Care/Social,Professional/Technical,Education & training,31.0,30.0,39.0,3,380000.0,99,56%,58,591000.0,65,70%,94,,,,8,1101000.0,29,81%,102,1300000.0,48,81%,113,1811000.0,,81%,34,Northcote,3070
42 mins,20 - 39,40.0,60.0,Health Care/Social,Professional/Technical,Education & training,28.0,28.0,44.0,3,320000.0,62,70%,45,515000.0,68,73%,69,790000.0,,,10,900000.0,49,90%,62,1128000.0,45,83%,103,1400000.0,,100%,17,Thornbury,3071
41 mins,20 - 39,42.0,58.0,Health Care/Social,Retail trade,Education & training,32.0,28.0,40.0,3,343000.0,174,72%,46,438000.0,102,67%,132,660000.0,,73%,19,802000.0,60,85%,144,925000.0,50,80%,190,1083000.0,36,60%,44,Preston,3072
41 mins,20 - 39,42.0,58.0,Health Care/Social,Retail trade,Education & training,32.0,28.0,40.0,2,343000.0,174,72%,46,438000.0,102,67%,132,660000.0,,73%,19,802000.0,60,85%,144,925000.0,50,80%,190,1083000.0,36,60%,44,Preston West,3072
45 mins,20 - 39,46.0,54.0,Manufacturing,Health Care/Social,Retail trade,38.0,25.0,37.0,3,310000.0,114,64%,35,430000.0,54,69%,129,500000.0,48,72%,37,600000.0,42,85%,271,708000.0,49,78%,323,871000.0,76,71%,69,Reservoir,3073
43 mins,20 - 39,55.0,45.0,Manufacturing,Retail trade,Health Care/Social,49.0,24.0,27.0,3,,,,5,329000.0,120,66%,28,405000.0,112,,26,510000.0,,83%,39,566000.0,54,88%,150,633000.0,46,61%,29,Thomastown,3074
54 mins,20 - 39,53.0,47.0,Manufacturing,Retail trade,Health Care/Social,47.0,27.0,26.0,3,,,,4,368000.0,86,72%,53,,,,5,498000.0,175,85%,49,520000.0,57,83%,230,675000.0,49,62%,44,Lalor,3075
1 hour 11 mins,20 - 39,53.0,47.0,Manufacturing,Retail trade,Health Care/Social,26.0,48.0,26.0,3,286000.0,,,14,328000.0,66,,30,388000.0,94,81%,30,372000.0,,45%,11,491000.0,39,89%,256,570000.0,51,62%,148,Epping,3076
31 mins,40 - 59,46.0,54.0,Health Care/Social,Professional/Technical,Education & training,33.0,33.0,34.0,3,,,,7,530000.0,65,56%,21,,,,2,1138000.0,,60%,12,1307000.0,,76%,30,1900000.0,,85%,15,Alphington,3078
41 mins,20 - 39,40.0,60.0,Health Care/Social,Professional/Technical,Education & training,30.0,29.0,41.0,1,323000.0,78,,13,589000.0,,75%,19,,,,1,1010000.0,,93%,18,1440000.0,59,75%,25,,,,8,Fairfield,3078
34 mins,40 - 59,48.0,52.0,Health Care/Social,Professional/Technical,Education & training,36.0,30.0,34.0,3,396000.0,,,10,587000.0,50,75%,38,846000.0,,86%,20,949000.0,,92%,20,1278000.0,42,85%,85,1720000.0,47,70%,37,Ivanhoe,3079
57 mins,40 - 59,57.0,43.0,Professional/Technical,Health Care/Social,Education & training,45.0,31.0,23.0,2,,,,1,531000.0,,,12,,,,1,,,,3,1750000.0,53,75%,25,1893000.0,,66%,13,Ivanhoe East,3079
55 mins,20 - 39,39.0,61.0,Health Care/Social,Education & training,Professional/Technical,28.0,30.0,42.0,0,,,,2,433000.0,54,60%,18,,,,6,682000.0,64,86%,41,800000.0,44,83%,72,890000.0,,90%,15,Heidelberg Heights,3081
52 mins,20 - 39,32.0,68.0,Health Care/Social,Manufacturing,Retail trade,19.0,19.0,62.0,3,,,,,457000.0,,,12,,,,1,613000.0,,91%,47,689000.0,52,92%,48,,,,4,Heidelberg West,3081
56 mins,20 - 39,38.0,62.0,Health Care/Social,Manufacturing,Retail trade,29.0,26.0,45.0,0,,,,,,,,1,,,,2,,,,5,810000.0,,88%,29,,,,2,Bellfield,3081
51 mins,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Regent,3081
1 hour 15 mins,40 - 59,53.0,47.0,Retail trade,Manufacturing,Health Care/Social,36.0,43.0,21.0,3,,,,1,380000.0,,86%,19,430000.0,,88%,28,453000.0,,,11,581000.0,25,92%,212,680000.0,51,79%,79,Mill Park,3082
58 mins,20 - 39,50.0,50.0,Health Care/Social,Retail trade,Manufacturing,40.0,35.0,24.0,3,280000.0,252,,26,360000.0,140,45%,75,488000.0,85,,11,466000.0,,100%,25,650000.0,48,85%,187,808000.0,47,76%,88,Bundoora,3083
1 hour 5 mins,20 - 39,42.0,58.0,Retail trade,Education & training,Health Care/Social,37.0,20.0,42.0,2,,,,1,,,,8,,,,4,,,,7,611000.0,47,86%,28,570000.0,,,12,Kingsbury,3083
49 mins,40 - 59,57.0,43.0,Health Care/Social,Professional/Technical,Education & training,47.0,30.0,23.0,0,,,,,,,,3,,,,4,,,,2,1820000.0,62,94%,23,2025000.0,43,69%,20,Eaglemont,3084
45 mins,20 - 39,49.0,51.0,Health Care/Social,Professional/Technical,Education & training,34.0,29.0,37.0,3,,,,7,580000.0,42,70%,33,745000.0,,,11,,,,6,1140000.0,46,84%,40,1311000.0,,90%,12,Heidelberg,3084
55 mins,40 - 59,60.0,40.0,Health Care/Social,Professional/Technical,Education & training,50.0,37.0,13.0,1,,,,1,,,,3,,,,5,,,,1,880000.0,60,73%,41,1025000.0,29,81%,31,Viewbank,3084
45 mins,60+,54.0,46.0,Health Care/Social,Education & training,Professional/Technical,46.0,31.0,22.0,3,,,,,531000.0,,76%,17,715000.0,,92%,15,,,,9,990000.0,42,78%,65,1168000.0,27,83%,36,Rosanna,3084
1 hour 1 min,20 - 39,48.0,52.0,Health Care/Social,Public Sector/Safety,Education & training,38.0,38.0,24.0,0,,,,2,566000.0,,,10,646000.0,,81%,15,734000.0,,92%,14,801000.0,23,87%,63,1061000.0,41,90%,34,MacLeod,3085
57 mins,20 - 39,58.0,42.0,Public Sector/Safety,Health Care/Social,Education & training,32.0,38.0,31.0,1,,,,,,,,1,,,,,,,,2,736000.0,37,85%,34,791000.0,,84%,15,Yallambie,3085
48 mins,20 - 39,46.0,54.0,Health Care/Social,Construction,Education & training,36.0,35.0,29.0,3,,,,1,,,,7,,,,4,659000.0,,,10,770000.0,39,92%,55,,,,6,Watsonia,3087
1 hour 4 mins,20 - 39,57.0,43.0,Health Care/Social,Construction,Retail trade,48.0,38.0,14.0,0,,,,,,,,,,,,1,,,,1,706000.0,,86%,32,,,,8,Watsonia North,3087
1 hour 2 mins,40 - 59,54.0,46.0,Health Care/Social,Retail trade,Construction,39.0,43.0,18.0,3,,,,2,436000.0,73,92%,42,677000.0,37,84%,23,600000.0,22,100%,25,718000.0,33,89%,164,780000.0,28,76%,81,Greensborough,3088
58 mins,20 - 39,48.0,52.0,Health Care/Social,Construction,Education & training,38.0,40.0,22.0,0,,,,,,,,5,,,,5,,,,7,753000.0,28,85%,23,,,,9,Briar Hill,3088
1 hour 15 mins,40 - 59,53.0,47.0,Health Care/Social,Construction,Retail trade,38.0,43.0,19.0,0,,,,,,,,,,,,,,,,,741000.0,,,10,845000.0,27,,17,St Helena,3088
1 hour 14 mins,40 - 59,55.0,45.0,Health Care/Social,Construction,Retail trade,32.0,55.0,12.0,3,,,,,,,,1,,,,2,532000.0,,,10,637000.0,31,100%,63,745000.0,34,47%,77,Diamond Creek,3089
1 hour 16 mins,40 - 59,62.0,38.0,Construction,Health Care/Social,Retail trade,40.0,53.0,7.0,0,,,,,,,,,,,,,,,,1,,,,1,1020000.0,83,,19,Plenty,3090
1 hour 22 mins,40 - 59,60.0,40.0,Construction,Manufacturing,Retail trade,48.0,44.0,8.0,1,,,,,,,,,,,,,,,,,,,,3,,,,6,Yarrambat,3091
1 hour 29 mins,40 - 59,51.0,49.0,Health Care/Social,Education & training,Construction,42.0,38.0,20.0,1,,,,1,455000.0,,,11,,,,6,,,,8,782000.0,48,63%,20,1305000.0,37,72%,21,Lower Plenty,3093
58 mins,40 - 59,51.0,49.0,Health Care/Social,Education & training,Construction,38.0,42.0,20.0,3,,,,,513000.0,56,,12,724000.0,60,63%,20,600000.0,,,13,806000.0,35,78%,99,900000.0,93,84%,22,Montmorency,3094
1 hour 6 mins,40 - 59,56.0,44.0,Health Care/Social,Education & training,Construction,39.0,46.0,15.0,3,,,,2,530000.0,59,,18,680000.0,31,83%,23,595000.0,26,,20,795000.0,41,74%,101,900000.0,62,83%,106,Eltham,3095
1 hour 12 mins,40 - 59,59.0,41.0,Education & training,Health Care/Social,Construction,41.0,52.0,7.0,2,,,,,,,,1,,,,1,,,,2,815000.0,15,73%,37,895000.0,44,75%,47,Eltham North,3095
1 hour 14 mins,40 - 59,58.0,42.0,Construction,Education & training,Health Care/Social,44.0,46.0,10.0,2,,,,,,,,,,,,2,,,,,,,,8,1045000.0,,,11,Research,3095
1 hour 19 mins,40 - 59,55.0,45.0,Construction,Health Care/Social,Retail trade,37.0,54.0,9.0,0,,,,,,,,,,,,,,,,,,,,7,888000.0,31,,11,Wattle Glen,3096
2 hours 13 mins,40 - 59,65.0,35.0,Construction,Professional/Technical,Health Care/Social,41.0,43.0,16.0,1,,,,,,,,,,,,,,,,,,,,1,,,,5,Kangaroo Ground,3097
--,40 - 59,50.0,50.0,Education & training,Construction,Professional/Technical,47.0,37.0,16.0,0,,,,,,,,,,,,,,,,,,,,2,,,,3,Bend Of Islands,3097
1 hour 20 mins,40 - 59,52.0,48.0,Construction,Health Care/Social,Education & training,32.0,55.0,13.0,2,,,,1,,,,,,,,1,,,,2,650000.0,27,,22,736000.0,37,,21,Hurstbridge,3099
--,40 - 59,47.0,53.0,Construction,Manufacturing,Health Care/Social,50.0,37.0,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,1,Strathewen,3099
--,40 - 59,54.0,46.0,Construction,Education & training,Health Care/Social,40.0,40.0,20.0,0,,,,,,,,,,,,,,,,,,,,4,,,,3,Cottles Bridge,3099
--,40 - 59,59.0,41.0,Construction,Health Care/Social,Education & training,57.0,33.0,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,Nutfield,3099
--,40 - 59,66.0,34.0,Construction,Manufacturing,Agriculture,56.0,33.0,11.0,1,,,,,,,,,,,,,,,,,,,,1,,,,,Arthurs Creek,3099
42 mins,40 - 59,48.0,52.0,Health Care/Social,Professional/Technical,Retail trade,40.0,28.0,32.0,3,444000.0,,,14,620000.0,50,76%,111,925000.0,,73%,25,1210000.0,33,94%,45,1745000.0,44,87%,125,2293000.0,95,62%,106,Kew,3101
51 mins,40 - 59,53.0,47.0,Health Care/Social,Professional/Technical,Education & training,41.0,32.0,26.0,3,,,,,655000.0,,,11,,,,9,,,,7,1630000.0,87,91%,45,1980000.0,36,63%,23,Kew East,3102
42 mins,40 - 59,54.0,46.0,Health Care/Social,Professional/Technical,Retail trade,47.0,27.0,27.0,3,,,,7,698000.0,80,74%,60,1265000.0,,69%,16,1300000.0,77,71%,19,1825000.0,97,70%,65,2300000.0,79,62%,61,Balwyn,3103
47 mins,60+,52.0,48.0,Health Care/Social,Professional/Technical,Retail trade,50.0,25.0,25.0,1,,,,,,,,4,,,,1,,,,2,,,,4,2873000.0,,75%,18,Deepdene,3103
46 mins,40 - 59,57.0,43.0,Health Care/Social,Professional/Technical,Retail trade,50.0,31.0,19.0,3,,,,,675000.0,,58%,15,1050000.0,,66%,11,1311000.0,,87%,19,1675000.0,50,77%,130,1866000.0,97,57%,116,Balwyn North,3104
50 mins,60+,58.0,42.0,Retail trade,Health Care/Social,Professional/Technical,54.0,26.0,20.0,3,,,,2,580000.0,,,10,,,,2,,,,9,1108000.0,54,78%,57,1285000.0,69,75%,62,Bulleen,3105
1 hour 10 mins,40 - 59,59.0,41.0,Retail trade,Health Care/Social,Professional/Technical,49.0,37.0,14.0,3,,,,,539000.0,,,11,825000.0,40,63%,16,890000.0,,,11,1156000.0,41,76%,43,1410000.0,37,75%,118,Templestowe,3106
48 mins,60+,58.0,42.0,Health Care/Social,Retail trade,Professional/Technical,51.0,31.0,17.0,3,,,,,579000.0,,,12,774000.0,,80%,14,,,,8,1053000.0,42,78%,94,1200000.0,69,65%,105,Templestowe Lower,3107
51 mins,60+,57.0,43.0,Retail trade,Health Care/Social,Professional/Technical,49.0,25.0,25.0,3,352000.0,205,,29,539000.0,135,,66,755000.0,73,75%,41,750000.0,95,,15,1203000.0,74,75%,109,1389000.0,68,64%,144,Doncaster,3108
1 hour 7 mins,40 - 59,58.0,42.0,Retail trade,Health Care/Social,Professional/Technical,47.0,30.0,23.0,3,,,,3,566000.0,115,75%,67,815000.0,66,70%,36,826000.0,,,13,1201000.0,50,79%,128,1270000.0,63,77%,187,Doncaster East,3109
1 hour 10 mins,40 - 59,58.0,42.0,Retail trade,Health Care/Social,Professional/Technical,46.0,37.0,17.0,3,,,,,523000.0,,,10,755000.0,,60%,16,,,,6,928000.0,49,88%,51,1233000.0,49,68%,80,Donvale,3111
1 hour 42 mins,40 - 59,59.0,41.0,Health Care/Social,Retail trade,Construction,42.0,48.0,10.0,3,,,,,,,,,,,,,,,,3,880000.0,,90%,15,1205000.0,49,100%,32,Warrandyte,3113
1 hour 20 mins,40 - 59,57.0,43.0,Professional/Technical,Education & training,Health Care/Social,40.0,52.0,8.0,0,,,,,,,,,,,,,,,,2,800000.0,21,,17,1000000.0,45,,17,North Warrandyte,3113
1 hour 29 mins,40 - 59,63.0,37.0,Construction,Health Care/Social,Professional/Technical,49.0,46.0,5.0,2,,,,,,,,,,,,,,,,,,,,7,1465000.0,50,,36,Park Orchards,3114
